image_name,date,time,latitude,latref,longitude,lonref,lat_degrees,lat_minutes,lat_seconds,lon_degrees,lon_minutes,lon_seconds
GPFR2096.JPG,3/1/2022,15:17:05,34.0711431,N,118.1688622,W,34,4,16.11516,118,10,7.90392
GPFR2097.JPG,3/1/2022,15:17:39,34.0711622,N,118.1688941,W,34,4,16.18392,118,10,8.01876
GPFR2098.JPG,3/1/2022,15:19:05,34.0711824,N,118.1689566,W,34,4,16.2566399,118,10,8.24376
GPFR2099.JPG,3/1/2022,15:19:19,34.0711588,N,118.1689233,W,34,4,16.1716799,118,10,8.12388
GPFR2100.JPG,3/1/2022,15:19:25,34.0711533,N,118.168918,W,34,4,16.1518799,118,10,8.1048
GPFR2101.JPG,3/1/2022,15:21:49,34.0712063,N,118.1688941,W,34,4,16.34268,118,10,8.01876
GPFR2102.JPG,3/1/2022,15:23:23,34.0712711,N,118.1689463,W,34,4,16.5759599,118,10,8.20668
GPFR2103.JPG,3/1/2022,15:23:29,34.0713096,N,118.1689409,W,34,4,16.7145599,118,10,8.1872399
GPFR2104.JPG,3/1/2022,15:23:49,34.0713372,N,118.1689196,W,34,4,16.81392,118,10,8.1105599
GPFR2105.JPG,3/1/2022,15:23:53,34.0713431,N,118.1689109,W,34,4,16.8351599,118,10,8.07924
GPFR2106.JPG,3/1/2022,15:23:59,34.0713356,N,118.1688944,W,34,4,16.8081599,118,10,8.0198399
GPFR2107.JPG,3/1/2022,15:24:11,34.0713434,N,118.1688727,W,34,4,16.83624,118,10,7.9417199
GPFR2108.JPG,3/1/2022,15:24:21,34.0713634,N,118.1688506,W,34,4,16.90824,118,10,7.8621599
GPFR2109.JPG,3/1/2022,15:24:27,34.0713583,N,118.1688239,W,34,4,16.8898799,118,10,7.76604
GPFR2110.JPG,3/1/2022,15:24:31,34.0713579,N,118.1688143,W,34,4,16.88844,118,10,7.7314799
GPFR2111.JPG,3/1/2022,15:24:43,34.0713754,N,118.1687871,W,34,4,16.95144,118,10,7.63356
GPFR2112.JPG,3/1/2022,15:24:47,34.0713729,N,118.1687718,W,34,4,16.94244,118,10,7.57848
GPFR2113.JPG,3/1/2022,15:24:55,34.0713838,N,118.1687715,W,34,4,16.9816799,118,10,7.5774
GPFR2114.JPG,3/1/2022,15:25:09,34.0714092,N,118.1687619,W,34,4,17.0731199,118,10,7.54284
GPFR2115.JPG,3/1/2022,15:25:15,34.0714148,N,118.1687509,W,34,4,17.0932799,118,10,7.50324
GPFR2116.JPG,3/1/2022,15:25:25,34.0714242,N,118.1687372,W,34,4,17.12712,118,10,7.4539199
GPFR2117.JPG,3/1/2022,15:25:30,34.0714402,N,118.1687263,W,34,4,17.1847199,118,10,7.41468
GPFR2118.JPG,3/1/2022,15:25:40,34.0714692,N,118.1687165,W,34,4,17.28912,118,10,7.3794
GPFR2119.JPG,3/1/2022,15:25:45,34.0714992,N,118.1687074,W,34,4,17.3971199,118,10,7.34664
GPFR2120.JPG,3/1/2022,15:25:49,34.0715218,N,118.1687009,W,34,4,17.4784799,118,10,7.32324
GPFR2121.JPG,3/1/2022,15:25:59,34.0715613,N,118.1686901,W,34,4,17.6206799,118,10,7.28436
GPFR2122.JPG,3/1/2022,15:26:03,34.0715765,N,118.1686769,W,34,4,17.6753999,118,10,7.2368399
GPFR2123.JPG,3/1/2022,15:26:07,34.0715863,N,118.1686684,W,34,4,17.7106799,118,10,7.20624
GPFR2124.JPG,3/1/2022,15:26:12,34.0715978,N,118.1686578,W,34,4,17.7520799,118,10,7.16808
GPFR2125.JPG,3/1/2022,15:26:22,34.0716085,N,118.1686375,W,34,4,17.7906,118,10,7.095
GPFR2126.JPG,3/1/2022,15:26:27,34.071632,N,118.1686279,W,34,4,17.8752,118,10,7.06044
GPFR2127.JPG,3/1/2022,15:26:31,34.0716477,N,118.1686177,W,34,4,17.9317199,118,10,7.0237199
GPFR2128.JPG,3/1/2022,15:26:36,34.0716628,N,118.1686097,W,34,4,17.9860799,118,10,6.99492
GPFR2129.JPG,3/1/2022,15:26:45,34.0716722,N,118.1685919,W,34,4,18.01992,118,10,6.9308399
GPFR2130.JPG,3/1/2022,15:26:50,34.0716864,N,118.1685789,W,34,4,18.0710399,118,10,6.8840399
GPFR2131.JPG,3/1/2022,15:26:54,34.0716992,N,118.1685678,W,34,4,18.1171199,118,10,6.84408
GPFR2132.JPG,3/1/2022,15:26:59,34.0717129,N,118.1685587,W,34,4,18.16644,118,10,6.81132
GPFR2133.JPG,3/1/2022,15:27:03,34.071702,N,118.1685478,W,34,4,18.1272,118,10,6.7720799
GPFR2134.JPG,3/1/2022,15:27:15,34.0716893,N,118.1685218,W,34,4,18.08148,118,10,6.6784799
GPFR2135.JPG,3/1/2022,15:27:23,34.0717012,N,118.1684973,W,34,4,18.1243199,118,10,6.5902799
GPFR2136.JPG,3/1/2022,15:28:08,34.0716912,N,118.1684079,W,34,4,18.0883199,118,10,6.26844
GPFR2137.JPG,3/1/2022,15:28:16,34.0717044,N,118.1683862,W,34,4,18.13584,118,10,6.19032
GPFR2138.JPG,3/1/2022,15:28:22,34.0717152,N,118.1683685,W,34,4,18.1747199,118,10,6.1265999
GPFR2139.JPG,3/1/2022,15:28:30,34.0717334,N,118.1683585,W,34,4,18.2402399,118,10,6.0905999
GPFR2141.JPG,3/1/2022,15:28:42,34.0717541,N,118.1683225,W,34,4,18.3147599,118,10,5.961
GPFR2142.JPG,3/1/2022,15:28:50,34.0717635,N,118.1683106,W,34,4,18.3486,118,10,5.9181599
GPFR2143.JPG,3/1/2022,15:28:59,34.0717427,N,118.1682694,W,34,4,18.27372,118,10,5.7698399
